Appid,Title,Early Access,Steam Release Date,Price (USD),Adj. review %,Filtered Reviews,All Reviews,Peak CCU,#Followers,PlayTracker rank,Top seller rank,Adj. review %,Metacritic,Opencritic,Hidden gem,Price (USD),Boxleiter Score (80),Gross Revenue,Company Revenue
1450020,Ellie's Travel Diary,Current E.A.,2020-12-07,14.99,-1,0,3,-1,12,,12762,-1,-1,,-1,1499,0,$0.00,0
1450060,Down and Out,Not current E.A.; former unknown,2022-02-28,0,-1,0,-1,-1,15,,-1,-1,-1,,-1,0,0,$0.00,0
1450590,VRKraft,Current E.A.,2021-12-31,0,-1,0,-1,-1,20,,-1,-1,-1,,-1,0,0,$0.00,0
1451360,despatch: Entity Astray,Not current E.A.; former unknown,2020-11-13,14.99,-1,0,9,2,32,,-1,-1,-1,,-1,1499,0,$0.00,0
1451420,Construction Playground,Current E.A.,2020-12-08,9.99,-1,0,-1,-1,23,,-1,-1,-1,,-1,999,0,$0.00,0
1451580,Hypercide,Not current E.A.; former unknown,2020-11-30,4.99,-1,0,3,1,11,,10167,-1,-1,,-1,499,0,$0.00,0
1452010,Into Space - 1st & 2nd Step,Not current E.A.; former unknown,2021-11-30,0,-1,0,-1,-1,6,,-1,-1,-1,,-1,,0,$0.00,0
1453080,DruMidia,Current E.A.,2020-11-21,0,-1,0,2,-1,13,,-1,-1,-1,,-1,0,0,$0.00,0
1453440,Hentai VR 18+,Not current E.A.; former unknown,2020-11-02,8.99,-1,0,6,1,22,,5562,-1,-1,,-1,899,0,$0.00,0
1453870,Flow,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,73,,-1,-1,-1,,-1,0,0,$0.00,0
1454380,Confined VR,Not current E.A.; former unknown,2020-12-15,4.99,-1,0,-1,-1,5,,-1,-1,-1,,-1,499,0,$0.00,0
1455060,TERMINUS,Not current E.A.; former unknown,2020-11-14,7.99,-1,0,8,-1,15,,12408,-1,-1,,-1,799,0,$0.00,0
1455290,Lava Escape Mine,Not current E.A.; former unknown,2020-11-10,14.99,-1,0,2,1,11,,-1,-1,-1,,-1,1499,0,$0.00,0
1455650,RoomFacing,Current E.A.,2021-03-10,0,-1,0,-1,-1,7,,-1,-1,-1,,-1,0,0,$0.00,0
1456490,Formosa Night Market VR Arcade(by Taiwan),Not current E.A.; former unknown,2020-12-22,5.99,-1,0,3,-1,8,,-1,-1,-1,,-1,599,0,$0.00,0
1458690,Mango,Current E.A.,2021-07-07,0,-1,0,-1,-1,19,,-1,-1,-1,,-1,0,0,$0.00,0
1459640,VR Zeppelin Airship Trips: Flying hotel experiences in VR,Not current E.A.; former unknown,2020-11-14,1.99,-1,0,4,1,14,,14423,-1,-1,,-1,199,0,$0.00,0
1459660,Become a Gladiator VR : 1v1 PVP,Not current E.A.; former unknown,2020-11-27,0,-1,0,-1,-1,28,,-1,-1,-1,,-1,0,0,$0.00,0
1460230,Javols VR,Not current E.A.; former unknown,2020-12-01,0,-1,0,4,1,16,,-1,-1,-1,,-1,0,0,$0.00,0
1461400,Kris Kringle's Christmas Village VR,Not current E.A.; former unknown,2020-12-15,5.99,-1,0,2,1,7,,-1,-1,-1,,-1,599,0,$0.00,0
1462440,The Lost Shrine - Escape Room,Not current E.A.; former unknown,2020-11-18,9.99,-1,0,2,1,11,,13494,-1,-1,,-1,999,0,$0.00,0
1462540,DvG: Conquering Giants,Not current E.A.; former unknown,2020-12-07,24.99,-1,0,2,2,23,,-1,-1,-1,,-1,2499,0,$0.00,0
1462560,Holostar Command - Quantum Alliance,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,8,,-1,-1,-1,,-1,0,0,$0.00,0
1462700,The Dark Method,Current E.A.,2020-11-19,24.99,-1,0,1,1,16,,-1,-1,-1,,-1,2499,0,$0.00,0
1462880,Urban Basketball VR,Not current E.A.; former unknown,2020-11-30,4.99,-1,0,-1,-1,5,,-1,-1,-1,,-1,499,0,$0.00,0
1463380,Big Cat Rescue VR,Not current E.A.; former unknown,2020-11-18,4.99,-1,0,-1,1,6,,-1,-1,-1,,-1,499,0,$0.00,0
1463500,Conrun Virtual Gym,Current E.A.,2020-12-12,4.99,-1,0,1,1,6,,-1,-1,-1,,-1,499,0,$0.00,0
1464050,Dual Guns Fantasy,Not current E.A.; former unknown,2020-11-21,1.99,-1,0,2,1,17,,-1,-1,-1,,-1,199,0,$0.00,0
1464480,VR Hentai Cat,Not current E.A.; former unknown,2020-11-19,8.99,-1,0,4,1,25,,5847,-1,-1,,-1,899,0,$0.00,0
1464840,Monolith,Current E.A.,2020-11-27,4.99,-1,0,3,-1,12,,-1,-1,-1,,-1,499,0,$0.00,0
1465070,Legendary Tales,Current E.A.,2021-12-31,0,-1,0,-1,-1,46,,-1,-1,-1,,-1,0,0,$0.00,0
1465160,Lantern Light VR,Not current E.A.; former unknown,2020-12-01,9.99,-1,0,-1,-1,8,,-1,-1,-1,,-1,999,0,$0.00,0
1465340,Free Spirit VR Meditation,Not current E.A.; former unknown,2020-12-11,9.35,-1,0,1,-1,9,,12336,-1,-1,,-1,935,0,$0.00,0
1465450,Jetpack City Action VR,Current E.A.,2020-12-31,0,-1,0,-1,-1,7,,-1,-1,-1,,-1,0,0,$0.00,0
1465740,Wicked Rails VR,Not current E.A.; former unknown,2020-12-10,4.99,-1,0,3,1,10,,-1,-1,-1,,-1,499,0,$0.00,0
1468190,Hikeshi-Fireman-,Not current E.A.; former unknown,2021-01-08,3.99,-1,0,1,-1,20,,-1,-1,-1,,-1,399,0,$0.00,0
1470270,Powerboat VR,Current E.A.,2020-12-29,18.99,-1,0,2,3,15,,-1,-1,-1,,-1,1899,0,$0.00,0
1471610,BDSM VR,Not current E.A.; former unknown,2020-11-25,8.99,-1,0,4,1,23,,7881,-1,-1,,-1,899,0,$0.00,0
1473500,Rise of the samurai in VR,Not current E.A.; former unknown,2020-11-30,9.99,-1,0,1,-1,10,,10356,-1,-1,,-1,999,0,$0.00,0
1474900,Desolatium,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,30,,-1,-1,-1,,-1,0,0,$0.00,0
1475200,Pickup Basketball VR,Not current E.A.; former unknown,2021-12-31,0,-1,0,-1,-1,8,,-1,-1,-1,,-1,0,0,$0.00,0
1475470,Space Sprinter VR,Not current E.A.; former unknown,2020-12-17,9.99,-1,0,-1,-1,9,,8154,-1,-1,,-1,999,0,$0.00,0
1476100,A Rogue Escape,Not current E.A.; former unknown,2021-12-31,0,-1,0,-1,-1,54,,-1,-1,-1,,-1,0,0,$0.00,0
1477650,VR Jurassic Escape,Not current E.A.; former unknown,2020-12-07,6.99,-1,0,6,-1,25,,11673,-1,-1,,-1,699,0,$0.00,0
1477660,VR Atlantis Search: with Deep Diving,Not current E.A.; former unknown,2020-12-01,6.99,-1,0,1,-1,5,,11678,-1,-1,,-1,699,0,$0.00,0
1478880,Sep's Diner,Not current E.A.; former unknown,2020-12-15,8.99,-1,0,3,1,9,,5438,-1,-1,,-1,899,0,$0.00,0
1479300,VR Hentai,Not current E.A.; former unknown,2020-12-03,8.99,-1,0,3,1,21,,8594,-1,-1,,-1,899,0,$0.00,0
1479530,On Closer Inspection,Not current E.A.; former unknown,2020-12-08,0,-1,0,4,-1,13,,-1,-1,-1,,-1,0,0,$0.00,0
1480650,A Very Bad Christmas Eve,Not current E.A.; former unknown,2020-12-18,4.99,-1,0,13,1,8,,-1,-1,-1,,-1,499,0,$0.00,0
1481330,VR Funhouse: Christmas Edition,Not current E.A.; former unknown,2022-01-31,0,-1,0,-1,-1,8,,-1,-1,-1,,-1,0,0,$0.00,0
1481430,"No Sushi, No Life",Not current E.A.; former unknown,2021-01-07,4.99,-1,0,1,1,8,,5758,-1,-1,,-1,499,0,$0.00,0
1481580,Milkyway Funland,Not current E.A.; former unknown,2020-12-15,0,-1,0,5,4,5,,-1,-1,-1,,-1,0,0,$0.00,0
1481710,pleXus VR,Not current E.A.; former unknown,2021-01-07,9.99,-1,0,2,1,25,,8700,-1,-1,,-1,999,0,$0.00,0
1481780,Dragon Fist: VR Kung Fu,Not current E.A.; former unknown,2021-12-31,0,-1,0,-1,-1,27,,-1,-1,-1,,-1,0,0,$0.00,0
1481930,Trajectory Fracture,Not current E.A.; former unknown,2020-12-25,9.99,-1,0,-1,-1,8,,8731,-1,-1,,-1,999,0,$0.00,0
1483010,Fight For Eden,Not current E.A.; former unknown,2020-12-18,0,-1,0,6,3,26,,-1,-1,-1,,-1,0,0,$0.00,0
1483340,极限挑战（The Challenge Of Limits）,Not current E.A.; former unknown,2020-12-21,10.99,-1,0,-1,-1,5,,13420,-1,-1,,-1,1099,0,$0.00,0
1483550,Axe Gang,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,31,,-1,-1,-1,,-1,0,0,$0.00,0
1484150,VR Museum Tour Grand Collection,Not current E.A.; former unknown,2020-12-08,4.99,-1,0,1,1,16,,10784,-1,-1,,-1,499,0,$0.00,0
1484610,YABAI MANTIS VR,Current E.A.,2020-12-24,7.99,-1,0,-1,-1,4,,12085,-1,-1,,-1,799,0,$0.00,0
1485120,BoomBox,Not current E.A.; former unknown,2022-02-28,0,-1,0,-1,-1,13,,-1,-1,-1,,-1,0,0,$0.00,0
1485260,Visitations,Not current E.A.; former unknown,2020-12-18,0,-1,0,7,7,25,,9139,-1,-1,,-1,0,0,$0.00,0
1485370,Futuclass Hub,Current E.A.,2021-06-01,0,-1,0,-1,-1,1,,-1,-1,-1,,-1,0,0,$0.00,0
1485380,iGuide Knossos VR,Not current E.A.; former unknown,2020-12-04,15.99,-1,0,-1,-1,-1,,-1,-1,-1,,-1,1599,0,$0.00,0
1485460,Gladiators VR Tournament,Not current E.A.; former unknown,2022-03-31,0,-1,0,-1,-1,5,,-1,-1,-1,,-1,0,0,$0.00,0
1486120,2020: THE RIDE,Not current E.A.; former unknown,2020-12-10,0,-1,0,-1,-1,24,,-1,-1,-1,,-1,0,0,$0.00,0
1486540,VR Skydiving,Not current E.A.; former unknown,2020-12-11,5.99,-1,0,2,1,11,,9789,-1,-1,,-1,599,0,$0.00,0
1486660,Dragon VR,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,42,,-1,-1,-1,,-1,0,0,$0.00,0
1486970,PetDrivr,Not current E.A.; former unknown,2020-12-24,4.99,-1,0,-1,1,7,,11221,-1,-1,,-1,499,0,$0.00,0
1487380,Chora,Not current E.A.; former unknown,2019-12-31,0,-1,0,-1,-1,7,,-1,-1,-1,,-1,0,0,$0.00,0
1488050,Beyond The Diorama: Caribou World,Not current E.A.; former unknown,2021-01-18,0,-1,0,-1,-1,5,,-1,-1,-1,,-1,0,0,$0.00,0
1488220,VR Brewing Simulator,Current E.A.,2020-12-23,3.99,-1,0,-1,-1,6,,13171,-1,-1,,-1,399,0,$0.00,0
1488510,VRnoid,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,9,,-1,-1,-1,,-1,0,0,$0.00,0
1488720,VR Mad Asylum,Not current E.A.; former unknown,2021-01-15,0,-1,0,-1,-1,10,,-1,-1,-1,,-1,0,0,$0.00,0
1488730,VR Basketball Hoops,Not current E.A.; former unknown,2021-01-15,0,-1,0,-1,-1,3,,-1,-1,-1,,-1,0,0,$0.00,0
1488750,VR Immortal Fight,Not current E.A.; former unknown,2021-01-05,0,-1,0,-1,-1,17,,-1,-1,-1,,-1,0,0,$0.00,0
1488760,VR Treasure Raider,Not current E.A.; former unknown,2021-01-15,0,-1,0,-1,-1,6,,-1,-1,-1,,-1,0,0,$0.00,0
1489380,Bad boy simulator,Current E.A.,2021-01-02,14.99,-1,0,10,-1,11,,7437,-1,-1,,-1,1499,0,$0.00,0
1490290,Ultra Imposer,Not current E.A.; former unknown,2021-08-31,0,-1,0,-1,-1,7,,-1,-1,-1,,-1,0,0,$0.00,0
1490400,Disc Golf Adventure 2 VR,Not current E.A.; former unknown,2021-12-31,0,-1,0,-1,-1,16,,-1,-1,-1,,-1,0,0,$0.00,0
1490850,KILLING A SUPERSTAR,Not current E.A.; former unknown,2021-01-05,11.99,-1,0,4,1,33,,6099,-1,-1,,-1,1199,0,$0.00,0
1491400,Sucker Punch,Not current E.A.; former unknown,2021-03-04,0,-1,0,-1,-1,4,,-1,-1,-1,,-1,0,0,$0.00,0
1492780,Monolith VR,Not current E.A.; former unknown,2020-12-18,8.99,-1,0,1,-1,8,,-1,-1,-1,,-1,899,0,$0.00,0
1493000,VR Bike Tour/Exercise in 22nd Century World,Not current E.A.; former unknown,2020-12-20,4.99,-1,0,3,1,12,,8877,-1,-1,,-1,499,0,$0.00,0
1493070,VR World War II battlefield experience,Not current E.A.; former unknown,2020-12-31,4.99,-1,0,1,1,4,,12843,-1,-1,,-1,499,0,$0.00,0
1494400,VR JAPAN,Not current E.A.; former unknown,2021-01-08,9.99,-1,0,7,1,85,,3907,-1,-1,,-1,999,0,$0.00,0
1494510,Demon Killer VR,Not current E.A.; former unknown,2020-12-23,8.99,-1,0,2,-1,12,,-1,-1,-1,,-1,899,0,$0.00,0
1494670,Space Dance Harmony,Current E.A.,2021-12-31,0,-1,0,-1,-1,23,,-1,-1,-1,,-1,0,0,$0.00,0
1495370,Fun Christmas Santa VR,Not current E.A.; former unknown,2020-12-23,9.99,-1,0,2,2,15,,-1,-1,-1,,-1,999,0,$0.00,0
1495910,Omega Blade,Not current E.A.; former unknown,2020-12-24,14.99,-1,0,2,-1,-1,,-1,-1,-1,,-1,1499,0,$0.00,0
1496530,Cinders Of Hades,Current E.A.,2021-01-06,11.24,-1,0,-1,2,11,,9662,-1,-1,,-1,1124,0,$0.00,0
1499420,VR Wonderland: mini civilizations in a forest,Not current E.A.; former unknown,2020-12-27,6.99,-1,0,-1,-1,5,,11962,-1,-1,,-1,699,0,$0.00,0
1499550,VR Luxury Life (Be a Billionaire),Not current E.A.; former unknown,2020-12-29,4.99,-1,0,1,-1,5,,10716,-1,-1,,-1,499,0,$0.00,0
1499820,VR Graffiti World,Not current E.A.; former unknown,2021-01-05,0,-1,0,-1,-1,3,,-1,-1,-1,,-1,0,0,$0.00,0
1500620,Tavern Tales: Tabletop Adventures,Not current E.A.; former unknown,2021-02-05,0,-1,0,-1,-1,31,,-1,-1,-1,,-1,0,0,$0.00,0
1501140,Taekwondo Demonstration Team Simulator,Not current E.A.; former unknown,2021-12-31,0,-1,0,-1,-1,11,,-1,-1,-1,,-1,0,0,$0.00,0
1501390,KING PONG,Current E.A.,1970-01-01,0,-1,0,-1,-1,10,,-1,-1,-1,,-1,0,0,$0.00,0
1502490,Corona Samurai,Not current E.A.; former unknown,2022-01-31,0,-1,0,-1,-1,3,,-1,-1,-1,,-1,0,0,$0.00,0
1503270,PePiBo: Peregrino Pinata Bowling,Not current E.A.; former unknown,2021-01-06,7.99,-1,0,2,-1,14,,11102,-1,-1,,-1,799,0,$0.00,0
1504100,Playground VR,Current E.A.,2021-03-31,0,-1,0,-1,-1,106,,-1,-1,-1,,-1,0,0,$0.00,0
1504610,VR Wonderland 2：Adventures in a Fruit Boat,Not current E.A.; former unknown,2021-01-07,3.99,-1,0,1,-1,4,,13943,-1,-1,,-1,399,0,$0.00,0
1504670,VR Plane Crash,Not current E.A.; former unknown,2021-01-05,3.99,-1,0,1,-1,7,,6692,-1,-1,,-1,399,0,$0.00,0
1506410,MOON BASE,Not current E.A.; former unknown,2022-02-28,0,-1,0,-1,-1,14,,-1,-1,-1,,-1,0,0,$0.00,0
1506450,DIY MY GIRL IN VR WORLD,Not current E.A.; former unknown,2021-01-04,0,-1,0,-1,-1,22,,-1,-1,-1,,-1,0,0,$0.00,0
1507770,Bloomee,Not current E.A.; former unknown,2021-01-12,14.99,-1,0,-1,-1,5,,11566,-1,-1,,-1,1499,0,$0.00,0
1508840,Great Exploration VR: New Colony beyond Viking Raiders,Not current E.A.; former unknown,2021-01-12,2.99,-1,0,-1,-1,7,,13953,-1,-1,,-1,299,0,$0.00,0
1510340,VR Body Fit Classroom,Not current E.A.; former unknown,2021-01-17,0,-1,0,-1,-1,5,,-1,-1,-1,,-1,0,0,$0.00,0
1510370,MADE VR : Interactive Movie - 01. Run away!,Not current E.A.; former unknown,2021-01-12,0,-1,0,-1,-1,18,,-1,-1,-1,,-1,0,0,$0.00,0
1510720,Hajji Tours,Not current E.A.; former unknown,2021-01-21,0,-1,0,-1,-1,-1,,-1,-1,-1,,-1,0,0,$0.00,0
1511090,Great Paintings VR,Not current E.A.; former unknown,2021-01-11,0,-1,0,-1,-1,20,,-1,-1,-1,,-1,0,0,$0.00,0
1512070,VR Hiroshima 1945,Not current E.A.; former unknown,2021-01-13,2.99,-1,0,-1,-1,5,,-1,-1,-1,,-1,299,0,$0.00,0
1513500,Plumber,Not current E.A.; former unknown,2021-01-29,0,-1,0,-1,-1,5,,-1,-1,-1,,-1,0,0,$0.00,0
1513740,Warriors Of Titus - F2P,Not current E.A.; former unknown,2021-01-22,0,-1,0,-1,-1,-1,,-1,-1,-1,,-1,0,0,$0.00,0
1514890,VR Shark,Not current E.A.; former unknown,2021-01-18,0,-1,0,-1,-1,3,,-1,-1,-1,,-1,0,0,$0.00,0
1515140,Huntfeast,Not current E.A.; former unknown,2021-12-31,0,-1,0,-1,-1,15,,-1,-1,-1,,-1,0,0,$0.00,0
1518640,VR Girls’ Room in Darkness,Not current E.A.; former unknown,2021-01-21,0,-1,0,-1,-1,-1,,-1,-1,-1,,-1,0,0,$0.00,0
272920,Rail Adventures,Current E.A.,2019-06-21,2.99,-1,0,2,1,1350,22134,-1,-1,-1,,-1,299,0,$0.00,0
293800,Classroom Aquatic,Not current E.A.; former unknown,2017-12-31,0,-1,0,-1,-1,1344,,-1,-1,-1,,-1,0,0,$0.00,0
304870,Stones of Harlath,Not current E.A.; former unknown,2021-04-22,0,-1,0,-1,-1,50,,-1,-1,-1,,-1,0,0,$0.00,0
330050,[Main] SteamVR,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,-1,,-1,-1,-1,,-1,0,0,$0.00,0
343730,Irrational Exuberance: Prologue,Not current E.A.; former unknown,2016-04-05,0,-1,0,349,14,1285,6887,-1,-1,-1,,-1,0,0,$0.00,0
354780,Teknedia,Not current E.A.; former unknown,2021-01-08,9.99,-1,0,1,2,22,,13945,-1,-1,,-1,999,0,$0.00,0
364500,Endless Dead,Not current E.A.; former unknown,2020-07-08,14.99,-1,0,-1,-1,404,,-1,-1,-1,,-1,1499,0,$0.00,0
365140,DREAMFLIGHT VR,Not current E.A.; former unknown,2015-05-21,1.99,-1,0,12,2,118,13461,-1,-1,-1,,-1,199,0,$0.00,0
374970,Golf Masters,Not current E.A.; former unknown,2020-07-13,9.99,-1,0,3,-1,1465,,-1,-1,-1,,-1,999,0,$0.00,0
380130,Warhawks,Not current E.A.; former unknown,2020-07-10,0,-1,0,1,-1,586,,-1,-1,-1,,-1,0,0,$0.00,0
381290,Dragon Rider,Current E.A.,2015-11-02,0,-1,0,1,1,333,,-1,-1,-1,,-1,0,0,$0.00,0
381550,The Arcslinger,Not current E.A.; former unknown,2018-05-07,8.99,-1,0,3,2,58,,-1,-1,-1,,-1,899,0,$0.00,0
384970,Soldiers of Heaven VR,Current E.A.,2016-09-29,0.99,-1,0,4,1,105,26095,-1,-1,-1,,-1,99,0,$0.00,0
389940,MoonStrike,Not current E.A.; former unknown,2018-08-02,9.99,-1,0,7,3,59,,-1,-1,-1,,-1,999,0,$0.00,0
391480,Mutato Match,Current E.A.,1970-01-01,0,-1,0,-1,-1,159,,-1,-1,-1,,-1,0,0,$0.00,0
392150,#SkiJump,Current E.A.,2019-06-28,9.99,-1,0,9,5,485,27727,12863,-1,-1,,-1,999,0,$0.00,0
395830,LOW-FI,Not current E.A.; former unknown,2021-03-31,0,-1,0,-1,-1,3055,,-1,-1,-1,,-1,0,0,$0.00,0
398990,The Last Taxi,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,51,,-1,-1,-1,,-1,0,0,$0.00,0
406890,Fruit Golf,Not current E.A.; former unknown,2018-08-31,0,-1,0,-1,-1,303,,-1,-1,-1,,-1,0,0,$0.00,0
412640,Immerse Creator,Current E.A.,2017-04-18,19.99,-1,0,3,3,125,,-1,-1,-1,,-1,1999,0,$0.00,0
413350,Daydream Blue,Not current E.A.; former unknown,2017-01-25,4.99,-1,0,2,1,46,,-1,-1,-1,,-1,499,0,$0.00,0
413750,Turtle VR,Not current E.A.; former unknown,2020-01-28,4.99,-1,0,1,-1,21,,-1,-1,-1,,-1,499,0,$0.00,0
414810,Observatory: A VR Variety Pack,Current E.A.,2016-05-12,9.99,-1,0,9,2,394,,-1,-1,-1,,-1,999,0,$0.00,0
416090,Caretaker Retribution,Not current E.A.; former unknown,2016-12-15,0,-1,0,6,2,72,22200,-1,-1,-1,,-1,0,0,$0.00,0
422890,22 Racing Series | RTS-Racing,Not current E.A.; former unknown,2020-12-31,0,-1,0,-1,-1,419,,-1,-1,-1,,-1,0,0,$0.00,0
424100,Celestrion,Not current E.A.; former unknown,2015-12-07,0.99,-1,0,9,3,173,24808,-1,-1,-1,,-1,99,0,$0.00,0
425400,Block Rocking Beats,Current E.A.,2017-06-30,9.99,-1,0,4,2,205,,-1,-1,-1,,-1,999,0,$0.00,0
425990,Space Junk Patrol,Not current E.A.; former unknown,2016-12-01,5.99,-1,0,2,2,57,,-1,-1,-1,,-1,599,0,$0.00,0
432850,Sisters,Not current E.A.; former unknown,2016-12-31,0,-1,0,-1,-1,950,,-1,-1,-1,,-1,0,0,$0.00,0
435380,The Wake,Not current E.A.; former unknown,2017-12-31,0,-1,0,-1,-1,1365,,-1,-1,-1,,-1,0,0,$0.00,0
443790,Irrational Exuberance,Not current E.A.; former unknown,2017-12-31,0,-1,0,-1,-1,626,,-1,-1,-1,,-1,0,0,$0.00,0
445050,Paintey,Current E.A.,2016-04-18,9.99,-1,0,5,3,139,,-1,-1,-1,,-1,999,0,$0.00,0
447330,Sluggy's Fruit Emporium,Not current E.A.; former unknown,2016-12-31,0,-1,0,-1,-1,298,,-1,-1,-1,,-1,0,0,$0.00,0
448880,Spells 'n' Stuff,Current E.A.,2016-04-04,9.99,-1,0,9,4,131,13324,-1,-1,-1,,-1,999,0,$0.00,0
451540,Snakes on an Extradimensional Plane,Not current E.A.; former unknown,2016-12-05,2.99,-1,0,6,2,49,21094,-1,-1,-1,,-1,299,0,$0.00,0
451590,¡Zombies! : Faulty Towers,Not current E.A.; former unknown,2019-08-14,1.99,-1,0,1,1,11,,-1,-1,-1,,-1,199,0,$0.00,0
452240,Dawn of the Robot Empire,Current E.A.,2016-04-11,5.99,-1,0,8,2,90,23508,-1,-1,-1,,-1,599,0,$0.00,0
454830,Beach Ball Valley,Not current E.A.; former unknown,2020-10-09,2.99,-1,0,9,1,63,23285,-1,-1,-1,,-1,299,0,$0.00,0
456420,Gunslinger Trainer,Current E.A.,2016-04-05,3.99,-1,0,7,1,96,,-1,-1,-1,,-1,399,0,$0.00,0
456740,Doctor Kvorak's Obliteration Game,Not current E.A.; former unknown,2017-07-26,2.99,-1,0,17,4,185,24403,-1,-1,-1,,-1,299,0,$0.00,0
457650,Stonehenge VR SANDBOX,Not current E.A.; former unknown,2017-10-12,14.99,-1,0,4,5,437,26625,-1,-1,-1,,-1,1499,0,$0.00,0
457870,Minigame Party VR,Not current E.A.; former unknown,2016-04-05,0.99,-1,0,5,1,100,23663,-1,-1,-1,,-1,99,0,$0.00,0
458110,VReakout,Not current E.A.; former unknown,2016-07-13,7.99,-1,0,6,1,81,,-1,-1,-1,,-1,799,0,$0.00,0
458180,POSTZ: ZOMBIES VR,Not current E.A.; former unknown,2020-12-15,19.99,-1,0,-1,3,9,,-1,-1,-1,,-1,1999,0,$0.00,0
458190,VR0GU3™: Unapologetic Hardcore VR Edition,Not current E.A.; former unknown,2020-04-30,4.99,-1,0,9,3,121,26885,-1,-1,-1,,-1,499,0,$0.00,0
459780,Vektron Revenge,Not current E.A.; former unknown,2017-03-06,9.99,-1,0,4,3,35,,-1,-1,-1,,-1,999,0,$0.00,0
460730,Draco Dux,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,143,,-1,-1,-1,,-1,0,0,$0.00,0
461100,SteamDolls VR,Not current E.A.; former unknown,2019-12-31,0,-1,0,-1,-1,644,,-1,-1,-1,,-1,0,0,$0.00,0
462670,VR-Xterminator,Not current E.A.; former unknown,2016-12-20,4.99,-1,0,9,2,51,13731,-1,-1,-1,,-1,499,0,$0.00,0
464940,Sketchfab VR,Not current E.A.; former unknown,2016-05-16,0,-1,0,-1,9,470,10009,-1,-1,-1,,-1,0,0,$0.00,0
465010,Quantized,Not current E.A.; former unknown,2017-12-21,12.99,-1,0,2,1,86,,-1,-1,-1,,-1,1299,0,$0.00,0
466290,BitShift: BattleGrid,Current E.A.,2016-09-28,14.99,-1,0,6,3,138,28417,-1,-1,-1,,-1,1499,0,$0.00,0
471200,Melody,Not current E.A.; former unknown,2017-10-05,9.99,-1,0,5,2,37,16166,-1,-1,-1,,-1,999,0,$0.00,0
471270,Leave The Nest,Not current E.A.; former unknown,2016-05-27,2.99,-1,0,12,9,-1,14992,-1,-1,-1,,-1,299,0,$0.00,0
472720,Car Car Crash Hands On Edition,Current E.A.,2016-07-05,4.99,-1,0,6,3,93,,-1,-1,-1,,-1,499,0,$0.00,0
475050,bloxyz,Not current E.A.; former unknown,2016-05-19,1.99,-1,0,10,2,74,20424,-1,-1,-1,,-1,199,0,$0.00,0
476430,SwingStar VR,Not current E.A.; former unknown,2016-12-20,7.99,-1,0,18,3,101,13643,-1,-1,-1,,-1,799,0,$0.00,0
476680,Emberdoom VR,Not current E.A.; former unknown,2018-07-29,9.99,-1,0,-1,1,41,,-1,-1,-1,,-1,999,0,$0.00,0
477190,Epic Snowday Adventure,Not current E.A.; former unknown,2018-03-09,7.99,-1,0,5,3,25,,-1,-1,-1,,-1,799,0,$0.00,0
482210,Quarterback SNAP,Not current E.A.; former unknown,2016-08-26,9.99,-1,0,6,2,58,,-1,-1,-1,,-1,999,0,$0.00,0
484990,Alveari,Current E.A.,2016-10-10,14.99,-1,0,2,2,64,28582,-1,-1,-1,,-1,1499,0,$0.00,0
486140,9Grids VR,Not current E.A.; former unknown,2016-09-12,1.99,-1,0,-1,2,32,,-1,-1,-1,,-1,199,0,$0.00,0
487740,"Tower Island: Explore, Discover and Disassemble",Not current E.A.; former unknown,2016-07-26,9.99,-1,0,7,2,66,17336,-1,-1,-1,,-1,999,0,$0.00,0
488020,Day of Destruction,Not current E.A.; former unknown,2018-01-16,14.99,-1,0,6,2,87,16251,-1,-1,-1,,-1,1499,0,$0.00,0
489160,VR Shooter Guns,Not current E.A.; former unknown,2017-09-07,4.99,-1,0,23,13,361,14775,-1,-1,-1,,-1,499,0,$0.00,0
489740,Playthings: VR Music Vacation,Not current E.A.; former unknown,2016-08-24,0.99,-1,0,13,6,68,,-1,-1,-1,,-1,99,0,$0.00,0
491100,"Human, we have a problem",Not current E.A.; former unknown,2016-07-05,9.99,-1,0,9,2,318,13806,-1,-1,-1,,-1,999,0,$0.00,0
492880,Virtual Insanity,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,300,,-1,-1,-1,,-1,0,0,$0.00,0
493040,Beat Ninja,Not current E.A.; former unknown,2016-07-12,12.99,-1,0,9,1,73,,-1,-1,-1,,-1,1299,0,$0.00,0
493500,Bank Limit : Advanced Battle Racing,Not current E.A.; former unknown,2016-08-16,24.99,-1,0,9,3,151,27152,-1,-1,-1,,-1,2499,0,$0.00,0
494040,PuppetsVR,Current E.A.,2017-09-27,4.99,-1,0,8,2,55,16033,-1,-1,-1,,-1,499,0,$0.00,0
